Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13176,MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.02,0.02,0,0,0.05
13177,Virtua Tennis 3,8,2007,1,12,0.03,0.02,0,0,0.05
13178,BeatMania IIDX 3rd Style,4,2000,Simulation,21,0,0,0.05,0,0.05
13179,Yu-Gi-Oh! World Championship 2007,DS,2007,6,21,0,0.01,0.04,0,0.05
13180,Hummer Badlands,4,2006,Racing,Global Star,0.02,0.02,0,0.01,0.05
13181,Freelancer,PC,2003,Simulation,28,0.02,0.02,0,0.01,0.05
13182,Woody Woodpecker: Escape from Buzz Buzzard Park,4,2001,2,DreamCatcher Interactive,0.02,0.02,0,0.01,0.05
13183,Operation Flashpoint: Dragon Rising,PC,2009,11,13,0.01,0.03,0,0.01,0.05
13184,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",4,2007,Adventure,505 Games,0,0,0.05,0,0.05
13185,Furu Furu Park,1,2007,Misc,Taito,0.05,0,0,0,0.05
13186,Monster Band,DS,2008,Misc,Tivola,0.04,0,0,0,0.05
13187,Alter Echo,XB,2003,11,THQ,0.04,0.01,0,0,0.05
13188,BeatMania IIDX 4th Style: New Songs Collection,4,2001,Simulation,21,0,0,0.05,0,0.05
13189,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Be2se,0,0,0.05,0,0.05
13190,G1 Grand Prix,5,2012,5,Genki,0,0,0.05,0,0.05
13191,LEGO Indiana Jo2 2: The Adventure Continues,PC,2009,5,18,0.02,0.03,0,0.01,0.05
13192,QUIZ PARTY,1,2012,Misc,1,0,0.05,0,0,0.05
13193,MTX Mototrax,13,2006,Racing,18,0.04,0,0,0,0.05
13194,Around the World in 80 Days,9,2004,5,Hip Interactive,0.03,0.01,0,0,0.05
13195,Houkago Shounen,DS,2008,Misc,21,0,0,0.05,0,0.05
13196,The Grim Adventures of Billy & Mandy,1,2006,5,30,0.04,0,0,0,0.05
13197,Classic Dungeon X2,13,2011,4,15,0,0,0.05,0,0.05
13198,Whirl Tour,GC,2002,1,Vivendi Games,0.04,0.01,0,0,0.05
13199,Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,24,0.05,0,0,0,0.05
13200,Pinball Tycoon,9,2002,Misc,Ignition Entertainment,0.03,0.01,0,0,0.05
13201,Major League Baseball 2K11,4,2011,1,26,0.02,0.02,0,0.01,0.05
13202,Cartoon Network Block Party,9,2004,Misc,3,0.03,0.01,0,0,0.05
13203,Power Spike Pro Beach Volleyball,PS,2000,1,Infogrames,0.03,0.02,0,0,0.05
13204,White Album: Tsuzurareru Fuyu no Omoide,6,2010,Adventure,Aqua Plus,0,0,0.05,0,0.05
13205,Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008,Adventure,16,0,0,0.05,0,0.05
13206,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998,Misc,Gainax Network Systems,0,0,0.05,0,0.05
13207,SD Gundam: Scad Hammers,1,2006,6,9,0,0,0.05,0,0.05
13208,Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,0.05,0,0,0,0.05
13209,Super Bust-A-Move,9,2001,3,35,0.03,0.01,0,0,0.05
13210,TNA iMPACT: Cross the Line,DS,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05
13211,Adventure Time: Explore the Dungeon Because I Don't Know!,6,2013,5,D3Publisher,0.02,0.02,0,0.01,0.05
13212,ZooCube,9,2002,3,31,0.03,0.01,0,0,0.05
13213,Stunt GP,4,2001,Racing,6,0.02,0.02,0,0.01,0.05
13214,Wicked Monster Blast!,1,2011,11,PQube,0.04,0,0,0,0.05
13215,NBA 2K,DC,1999,1,12,0,0,0.05,0,0.05
13216,D.Gray-man: Kami no Shitotachi,DS,2007,Adventure,21,0,0,0.05,0,0.05
13217,Bladestorm: Nightmare,XOne,2015,5,16,0.03,0.02,0,0,0.05
13218,Strikers 1945,SAT,1996,11,Atlus,0,0,0.05,0,0.05
13219,World Series of Poker,GC,2005,Misc,18 Value,0.04,0.01,0,0,0.05
13220,Jikkyou Oshaberi Parodius,7,1995,11,21,0,0,0.05,0,0.05
13221,Super Jinsei Game 2,7,1995,Misc,Takara,0,0,0.05,0,0.05
13222,Winter 1 3: The Great Tournament,1,2010,1,Tradewest,0.02,0.02,0,0,0.05
13223,J-League Winning Eleven 2010: Club Championship,4,2010,1,21,0,0,0.05,0,0.05
13224,Johnny Bazookatone,PS,1995,2,U.S. Gold,0.03,0.02,0,0,0.05
13225,Beastly Frantic Foto,DS,2011,3,Storm City Games,0.04,0,0,0,0.05
13226,Neverland Card Battles,13,2008,4,Idea Factory,0.04,0,0,0.01,0.05
13227,Need for Speed Underground,PC,2003,22,0,0.04,0,0.01,0.05
13228,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,5,2015,5,Alchemist,0,0,0.05,0,0.05
13229,Reign of Fire,9,2002,11,BAM! Entertainment,0.03,0.01,0,0,0.05
13230,Worms Reloaded,PC,2010,6,Team17 Software,0,0.04,0,0.01,0.05
13231,StarCraft,PC,1998,6,18,0,0.04,0,0.01,0.05
13232,Koihime Musou,4,2008,Adventure,Yeti,0,0,0.05,0,0.05
13233,Nicktoons: Attack of the Toybots,DS,2007,2,THQ,0.04,0,0,0,0.05
13234,NBA 2K17,6,2016,1,26,0.03,0.01,0,0.01,0.05
13235,Blazing Souls: Accelate,13,2009,4,Idea Factory,0.04,0,0.01,0,0.05
13236,Ms Saga: A New Dawn,4,2005,4,9,0.02,0.02,0,0.01,0.05
13237,Kekkon Zenya,SAT,1995,Adventure,Shogakukan,0,0,0.05,0,0.05
13238,Finny the Fish & the Seven Waters,4,2004,1,20,0.02,0.02,0,0.01,0.05
13239,Barnyard,9,2006,5,THQ,0.03,0.01,0,0,0.05
13240,Next Generation of Chaos,4,2002,4,Idea Factory,0,0,0.05,0,0.05
13241,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008,Misc,Takara Tomy,0,0,0.05,0,0.05
13242,GrimGrimoire,4,2007,6,16,0.01,0.01,0.03,0,0.05
13243,J-League '96 Dream Stadium,7,1996,1,Hudson Soft,0,0,0.05,0,0.05
13244,25 vs. SNK: Millennium Fight 2000 Pro,DC,2001,Fighting,25,0,0,0.05,0,0.05
13245,Golden Axe: The Duel,SAT,1994,Fighting,12,0,0,0.05,0,0.05
13246,Crime Life: Gang Wars,XB,2005,5,21,0.04,0.01,0,0,0.05
13247,Tokimeki Memorial: Girls Side 1st Love,DS,2007,Adventure,21,0,0,0.05,0,0.05
13248,Putty Squad,11,2013,2,System 3,0.02,0.02,0,0.01,0.05
13249,Ru3y 2005,XB,2005,1,34,0.04,0.01,0,0,0.05
13250,Rock 'N Roll Racing,9,2003,Racing,18,0.03,0.01,0,0,0.05
13251,Taito Legends,XB,2005,Misc,Empire Interactive,0.04,0.01,0,0,0.05
13252,Far Cry,PC,2004,11,35,0,0.04,0,0.01,0.05
13253,Silhouette Mirage,PS,1998,2,ESP,0.03,0.02,0,0,0.05
13254,Dynasty Warriors Vol. 2,13,2006,5,16,0.04,0,0,0,0.05
13255,Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,9,0,0,0.05,0,0.05
13256,Growlanser VI: Precarious World,4,2007,4,Atlus,0,0,0.05,0,0.05
13257,Block Kuzushi,7,1995,3,Pow,0,0,0.05,0,0.05
13258,Boing! Docomodake DS,DS,2007,3,Ignition Entertainment,0.04,0,0,0,0.05
13259,American Bass Challenge,9,2001,1,Starfish,0.03,0.01,0,0,0.05
13260,American Chopper 2: Full Throttle,GC,2005,Racing,18,0.04,0.01,0,0,0.05
13261,Secret Service,8,2008,5,18 Value,0.04,0,0,0,0.05
13262,Sword Art Online: Game Director's Edition,10,2015,4,9,0,0,0.05,0,0.05
13263,Ultimate Ghosts 'n Goblins (JP sales),13,2006,2,25,0,0,0.05,0,0.05
13264,Ru3y 06,4,2006,1,34,0.02,0.02,0,0.01,0.05
13265,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,5,28,0.04,0.01,0,0,0.05
13266,Deadliest Catch: Alaskan Storm,8,2008,1,Navarre Corp,0.04,0,0,0,0.05
13267,2002 FIFA World Cup,GC,2002,1,34,0.04,0.01,0,0,0.05
13268,Colin McRae Rally 2005,XB,2004,Racing,13,0.04,0.01,0,0,0.05
13269,Kamen Rider: Battride War Ge2is,11,2016,5,9,0,0,0.05,0,0.05
13270,Venus & Braves: Majo to Megami to Horobi no Yogen,13,2011,4,9,0,0,0.05,0,0.05
13271,Ship Simulator Extremes,PC,2010,Simulation,10,0,0.04,0,0.01,0.05
13272,Zoop,PS,1995,3,MediaQuest,0.03,0.02,0,0,0.05
13273,Powerful Golf,DS,2011,1,21,0,0,0.05,0,0.05
13274,Saiyuki: Journey West,PS,1999,6,16,0.03,0.02,0,0,0.05
13275,Detective Conan: Marionette Symphony,5,2013,Adventure,9,0,0,0.05,0,0.05
13276,FIFA Soccer 10,PC,2009,1,34,0,0.04,0,0.01,0.05
13277,Am2ia Crowd,13,2013,Misc,Idea Factory,0,0,0.05,0,0.05
13278,American Chopper 2: Full Throttle,XB,2005,Racing,Zoo Digital Publishing,0.04,0.01,0,0,0.05
13279,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,4,2008,Misc,Hackberry,0,0,0.05,0,0.05
13280,Monster Hunter Frontier Online,6,N/A,4,N/A,0,0,0.05,0,0.05
13281,Ribbit King,GC,2003,1,32,0.04,0.01,0,0,0.05
13282,VR Soccer '96,PS,1996,1,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05
13283,Smash Court Tennis 3,13,2007,1,9,0.01,0.01,0.01,0.01,0.05
13284,Diabolik Lovers,13,2012,Adventure,Idea Factory,0,0,0.05,0,0.05
13285,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008,5,21,0,0,0.05,0,0.05
13286,Summoner: A Goddess Reborn,GC,2003,4,THQ,0.04,0.01,0,0,0.05
13287,Saints Row: Gat out of Hell,10,2015,5,8,0,0.04,0,0.01,0.05
13288,Rock of the Dead,6,2010,11,Conspiracy Entertainment,0.04,0,0,0,0.05
13289,The Sims,PC,2000,Simulation,34,0.01,0.03,0,0.01,0.05
13290,Wasteland 2,XOne,2015,4,8,0.04,0.01,0,0,0.05
13291,Cesar Millan's Dog Whisperer,DS,2008,Simulation,35,0.04,0,0,0,0.05
13292,E.X. Troopers,6,2012,11,25,0,0,0.05,0,0.05
13293,Kiniro no Corda 2 Encore,4,2007,4,16,0,0,0.05,0,0.05
13294,Jewel Quest Mysteries,DS,2009,3,Astragon,0.03,0.01,0,0,0.05
13295,Moon,DS,2009,Adventure,Mastiff,0.04,0,0,0,0.05
13296,M&M's Adventure,DS,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
13297,ESPN Great Outdoor Games Bass 2002,9,2001,1,21,0.03,0.01,0,0,0.05
13298,Soul Eater: Plot of Medusa,DS,2008,5,9,0,0,0.05,0,0.05
13299,Payday 2,PC,2013,11,505 Games,0.04,0,0,0,0.05
13300,Grand Ages: Medieval,PC,2015,6,Kalypso Media,0,0.04,0,0,0.05
13301,Handball 16,6,2015,1,Bi3en Interactive,0,0.04,0,0.01,0.05
13302,Gummy Bears Mini Golf,DS,2010,1,Storm City Games,0.04,0,0,0,0.05
13303,Company of Heroes,PC,2006,6,THQ,0,0.04,0,0.01,0.05
13304,Rock Band Country Track Pack 2,8,2011,Misc,MTV Games,0.04,0,0,0,0.05
13305,Color Cross,DS,2008,Misc,Rising Star Games,0.04,0,0,0,0.05
13306,Gaist Crusher,5,2013,5,25,0,0,0.05,0,0.05
13307,Punch King,9,2002,Fighting,31,0.03,0.01,0,0,0.05
13308,Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,35,0,0.04,0,0.01,0.05
13309,World Championship Pool 2004,4,2004,1,Jaleco,0.02,0.02,0,0.01,0.05
13310,V-Rally 3,9,2002,Racing,32,0.03,0.01,0,0,0.05
13311,The Dark Spire,DS,2008,4,Success,0.04,0,0,0,0.05
13312,Kakuto Chojin,XB,2002,Fighting,28,0.04,0.01,0,0,0.05
13313,Beyond Oasis,GEN,1993,4,12,0,0,0.05,0,0.05
13314,Forza Motorsport 3: Ultimate Edition,8,2010,Racing,28,0,0.04,0,0.01,0.05
13315,Robotech: Invasion,XB,2004,11,Global Star,0.04,0.01,0,0,0.05
13316,1 de Asobu Chibi-Robo!,1,2009,Adventure,1,0,0,0.05,0,0.05
13317,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,6,16,0.03,0.02,0,0,0.05
13318,To Heart 2 DX Plus,6,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05
13319,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,13,2011,Adventure,9,0,0,0.05,0,0.05
13320,Naruto: Uzumaki Chronicles 2 (JP sales),4,2006,5,9,0,0,0.05,0,0.05
13321,Frogger: Ancient Shadow,GC,2005,2,21,0.04,0.01,0,0,0.05
13322,Snoopy vs the Red Baron,13,2006,Adventure,9,0.04,0,0,0,0.05
13323,Jonah Lomu Ru3y Challenge,PC,2011,1,Home Entertainment Suppliers,0,0.04,0,0.01,0.05
13324,Pet Vet: Down Under,DS,2009,Simulation,8,0.04,0,0,0,0.05
13325,World Series of Poker: Tournament of Champions 2007 Edition,1,2006,Misc,18,0.04,0,0,0,0.05
13326,National Geographic Challenge!,6,2011,Misc,Black Bean Games,0.01,0.03,0,0.01,0.05
13327,Raze's Hell,XB,2005,11,3,0.04,0.01,0,0,0.05
13328,Rain (2013),6,2013,Adventure,20,0,0,0.05,0,0.05
13329,Billy the Wizard: Rocket Broomstick Racing,1,2007,Racing,Metro 3D,0.04,0,0,0,0.05
13330,Pool Party,1,2007,1,SouthPeak Games,0.04,0,0,0,0.05
13331,Microsoft Train Simulator,PC,2001,Simulation,28,0,0.04,0,0.01,0.05
13332,Shin Megami Tensei NINE,XB,2002,4,Atlus,0,0,0.05,0,0.05
13333,Magic Carpet,PS,1995,23,0.03,0.02,0,0,0.05
13334,Hoshigami: Ruining Blue Earth,PS,2001,4,Max Five,0.03,0.02,0,0,0.05
13335,GunPey DS,DS,2006,3,32,0.04,0,0,0,0.05
13336,Cabela's African Safari,13,2006,1,18 Value,0.04,0,0,0,0.05
13337,Wing Island,1,2006,Simulation,21,0.03,0.01,0.01,0,0.05
13338,Utawarerumono: Itsuwari no Kamen,6,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05
13339,Clever Kids: Creepy Crawlies,DS,2009,5,Midas Interactive Entertainment,0,0.04,0,0,0.05
13340,Supreme Commander,PC,2007,6,THQ,0,0.04,0,0.01,0.05
13341,NightCaster II: Equinox,XB,2002,5,Jaleco,0.03,0.01,0,0,0.05
13342,F1 2015,PC,2015,Racing,13,0,0.04,0,0,0.05
13343,SD Gundam G Generation World,1,2011,6,9,0,0,0.05,0,0.05
13344,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008,4,33,0,0,0.05,0,0.05
13345,Galaxy Racers,DS,2010,Racing,35,0.04,0,0,0,0.05
13346,Wonder World Amusement Park,1,2008,Misc,3,0.04,0,0,0,0.05
13347,Bubble Bobble Revolution,DS,2005,3,32,0.04,0,0,0,0.05
13348,Game of Thro2 (Telltale),10,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05
13349,Time Crisis: Project Titan,PS,2001,11,9,0.03,0.02,0,0,0.05
13350,Ys: The Ark of Napishtim,13,2006,4,21,0.04,0,0,0,0.05
13351,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,5,9,0,0,0.05,0,0.05
13352,Crusader: No Remorse,PS,1996,Adventure,34,0.03,0.02,0,0,0.05
13353,Black & Bruised,GC,2003,Fighting,Vivendi Games,0.04,0.01,0,0,0.05
13354,MiniCopter: Adventure Flight,1,2007,Simulation,505 Games,0.04,0,0,0,0.05
13355,Shaun the Sheep,DS,2008,Adventure,D3Publisher,0.04,0,0,0,0.05
13356,Fast & Furious: Showdown,8,2013,5,18,0,0.04,0,0,0.05
13357,World Championship Poker: Featuring Howard Lederer - All In,8,2006,Misc,Oxygen Interactive,0.04,0,0,0,0.05
13358,Test Drive: Ferrari Legends,8,2012,Racing,32,0.04,0,0,0,0.05
13359,Tom Clancy's Rainbow Six: Lockdown,GC,2005,11,35,0.04,0.01,0,0,0.05
13360,FIFA Manager 12,PC,2011,1,34,0,0.03,0,0.01,0.05
13361,Full Spectrum Warrior: Ten Hammers,XB,2006,6,THQ,0.03,0.01,0,0,0.05
13362,River City Soccer Hooligans,DS,2010,1,Arc System Works,0.04,0,0.01,0,0.05
13363,Shin Hayarigami,11,2014,Adventure,15,0,0,0.05,0,0.05
13364,TMNT,DS,2007,5,35,0.03,0.01,0,0,0.05
13365,Turok: Dinosaur Hunter,N64,1997,11,31,0,0,0.05,0,0.05
13366,Puyo Puyo Tetris,11,2014,3,12,0,0,0.05,0,0.05
13367,Taiko no Tatsujin Portable 2,13,2006,Misc,9,0,0,0.05,0,0.05
13368,Gitaroo Man,4,2001,Misc,THQ,0.02,0.02,0,0.01,0.05
13369,Super Bubble Pop,GC,2003,3,Jaleco,0.04,0.01,0,0,0.05
13370,Mafia,PC,2002,5,26,0,0.04,0,0.01,0.05
13371,Rapala Fishing Frenzy 2009,8,2008,1,18,0.04,0,0,0,0.05
13372,Ride to Hell,6,2013,Racing,8,0.02,0.02,0,0.01,0.05
13373,Arctic Tale,1,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
13374,Balloon Pop,1,2007,3,505 Games,0.04,0,0,0,0.05
13375,XBLAZE Code: Embryo,11,2013,Adventure,Arc System Works,0.03,0,0.01,0.01,0.05
13376,Black Mirror 2,PC,2009,Adventure,DTP Entertainment,0,0.04,0,0.01,0.05
13377,Time Travelers,11,2012,Adventure,Level 5,0,0,0.05,0,0.05
13378,Am2ia Later,13,2012,Misc,Idea Factory,0,0,0.05,0,0.05
13379,B-Boy,13,2006,Misc,20,0.04,0,0,0,0.05
13380,Cocoto Kart Racer,DS,2004,Racing,Big Ben Interactive,0.04,0,0,0,0.05
13381,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,11,2011,Adventure,ChunSoft,0,0,0.05,0,0.05
13382,Intellivision Lives!,XB,2004,Misc,Crave Entertainment,0.03,0.01,0,0,0.05
13383,Crazy Chicken: Atlantis Quest,DS,2007,2,Phenomedia,0.04,0,0,0,0.05
13384,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0,0,0.05
13385,Counter Force,1,2007,11,505 Games,0.04,0,0,0,0.05
13386,Monster Jam: Maximum Destruction,GC,2002,Racing,35,0.04,0.01,0,0,0.05
13387,Professor Heinz Wolff's Gravity,DS,2008,3,8,0.04,0,0,0,0.05
13388,Fantastic Four: Rise of the Silver Surfer,1,2007,5,26,0.04,0.01,0,0,0.05
13389,Big Air Freestyle,GC,2002,Racing,32,0.04,0.01,0,0,0.05
13390,Rimo-Cocoron,4,2001,5,20,0,0,0.05,0,0.05
13391,Ru3y World Cup 2015,8,2015,1,35,0,0.04,0,0,0.05
13392,Mike Tyson Heavyweight Boxing,XB,2002,1,13,0.03,0.01,0,0,0.05
13393,To Love-Ru Trouble Dark2s: Battle Ecstasy,11,2014,5,FuRyu,0,0,0.05,0,0.05
13394,The Berenstain Bears and the Spooky Old Tree,9,2005,2,9,0.03,0.01,0,0,0.05
13395,Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0,0,0,0.05
13396,Ford Bold Moves Street Racing,13,2006,Racing,Xplosiv,0.04,0,0,0,0.05
13397,Cabela's Trophy Bucks,8,2007,1,18 Value,0.04,0,0,0,0.05
13398,Hakuouki: Bakumatsu Musou Roku,13,2012,5,Idea Factory,0,0,0.05,0,0.05
13399,Mahjong 3D: Warriors of the Emperor,5,2011,Misc,DTP Entertainment,0,0.04,0,0.01,0.05
13400,Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,0,0,0.05,0,0.05
13401,March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
13402,Rock of the Dead,8,2010,11,Conspiracy Entertainment,0.04,0,0,0,0.05
13403,Arcana Famiglia: La storia della Aracana Famiglia,13,2011,Adventure,Comfort,0,0,0.05,0,0.05
13404,Tokyo Ghoul: Jail,11,2015,Racing,9,0,0,0.05,0,0.05
13405,City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0.01,0.05
13406,The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,0.03,0.02,0,0,0.05
13407,Centipede: Infestation,5,2011,11,32,0.04,0,0,0,0.05
13408,Wolfenstein,PC,2009,11,18,0.01,0.03,0,0.01,0.05
13409,Hero Bank 2,5,2014,4,12,0,0,0.05,0,0.05
13410,Atelier Ayesha: The Alchemist of Dusk,11,2014,4,16,0,0,0.05,0,0.05
13411,Brave Story: New Traveller (jp sales),13,2006,4,20,0,0,0.05,0,0.05
13412,Black Jack vs. Matsudajun,PS,2000,Misc,Pony Canyon,0.03,0.02,0,0,0.05
13413,Arslan: The Warriors of Legend,6,2015,5,16,0,0,0.05,0,0.05
13414,SpongeBob SquarePants: Plankton's Robotic Revenge,8,2013,11,18,0.04,0,0,0,0.05
13415,Wrath Unleashed,XB,2004,6,27,0.03,0.01,0,0,0.05
13416,Yoru no Nai Kuni,6,2015,4,16,0,0,0.05,0,0.05
13417,Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,0,0,0.05,0,0.05
13418,Bleach: Soul Carnival,13,2008,Fighting,20,0,0,0.05,0,0.05
13419,Double Dragon Advance,9,2003,5,Atlus,0.03,0.01,0,0,0.05
13420,Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,24,0.04,0,0,0,0.05
13421,Family Fortu2,DS,2009,Misc,Mindscape,0,0.04,0,0,0.05
13422,The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0,0,0.05
13423,Inspector Gadget: Gadget's Crazy Maze,PS,2001,3,35,0.03,0.02,0,0,0.05
13424,World Fantasista,4,2002,1,SquareSoft,0,0,0.05,0,0.05
13425,Yager,XB,2003,11,THQ,0.03,0.01,0,0,0.05
13426,Fantastic Four: Rise of the Silver Surfer,DS,2007,5,26,0.04,0,0,0,0.05
13427,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,1,0,0,0.05,0,0.05
13428,Toukiden Kiwami,13,2014,5,16,0,0,0.05,0,0.05
13429,Grey's Anatomy: The Video Game,DS,2009,Adventure,35,0.03,0.01,0,0,0.05
13430,Tropico 3,PC,2009,6,Kalypso Media,0,0.04,0,0.01,0.05
13431,Looney Tu2: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,0.04,0,0,0,0.05
13432,Avatar: The Game,PC,2009,5,35,0,0.04,0,0.01,0.05
13433,Futurama,XB,2003,2,SCi,0.03,0.01,0,0,0.05
13434,Pool Hall Pro,1,2009,1,Playlogic Game Factory,0.04,0,0,0,0.05
13435,Nazo Waku Yakata: Oto no Ma ni Ma ni,5,2011,Misc,25,0,0,0.05,0,0.05
13436,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,Takara,0,0,0.05,0,0.05
13437,Mighty No. 9,10,2016,2,8,0.04,0,0,0.01,0.05
13438,Plants vs. Zombies: Garden Warfare 2,PC,2016,23,0,0.04,0,0,0.05
13439,Ape Escape,6,2010,2,20,0,0.03,0,0.01,0.05
13440,18 Anthology,9,2003,Misc,18,0.03,0.01,0,0,0.05
13441,Gray Matter,8,2011,Adventure,DTP Entertainment,0,0.04,0,0.01,0.05
13442,Thrillville: Off the Rails,DS,2007,6,27,0.03,0.01,0,0,0.05
13443,LEGO Friends,5,2013,5,24,0,0.04,0,0,0.05
13444,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0,0.04,0,0.01,0.05
13445,Wayne Gretzky's 3D Hockey '98,PS,1997,1,GT Interactive,0.03,0.02,0,0,0.05
13446,Nanda's Island,DS,2009,3,Phenomedia,0.04,0,0,0,0.05
13447,Hakuouki SSL: Sweet School Life,11,2014,Adventure,Idea Factory,0,0,0.05,0,0.05
13448,Trigger Man,XB,2004,11,Crave Entertainment,0.03,0.01,0,0,0.05
13449,Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,0,0,0.05,0,0.05
13450,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,4,Atlus,0,0,0.05,0,0.05
13451,Bad Boys: Miami Takedown,GC,2004,11,Empire Interactive,0.03,0.01,0,0,0.05
13452,SpongeBob SquarePants: Plankton's Robotic Revenge,1U,2013,11,18,0,0.04,0,0,0.05
13453,Short Track Racing: Trading Paint,4,2009,Racing,THQ,0.02,0.02,0,0.01,0.05
13454,Game no Kanzume Vol 1,SCD,1994,Misc,12,0,0,0.04,0,0.05
13455,Rat Attack!,PS,1999,3,Mindscape,0.03,0.02,0,0,0.04
13456,Jewel Master: Cradle Of Rome 2,PC,2011,3,Rising Star Games,0,0.04,0,0.01,0.04
13457,National Geographic Panda (US sales),DS,2008,Simulation,35,0.04,0,0,0,0.04
13458,Sushi Go-Round,DS,2010,Simulation,Asylum Entertainment,0.04,0,0,0,0.04
13459,Danny Phantom: Urban Jungle,DS,2006,5,THQ,0.04,0,0,0,0.04
13460,Sotsugyou II: Neo Generation,PS,1995,Simulation,Riverhillsoft,0,0,0.04,0,0.04
13461,Summon Night Craft Sword Monog32: Hajimari no Ishi,9,2005,4,Banpresto,0,0,0.04,0,0.04
13462,The King of Fighters 2002: Unlimited Match,4,2009,Fighting,SNK Playmore,0,0,0.04,0,0.04
13463,Art of Fighting Anthology,4,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04
13464,Rapala Trophies,13,2006,1,18,0.04,0,0,0,0.04
13465,Phoenix Wright: Revived Turnabout,DS,2008,Misc,25,0,0,0.04,0,0.04
13466,Mana Khemia: Alchemists of Al-Revis (JP sales),4,2007,4,15,0,0,0.04,0,0.04
13467,Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04
13468,Cheer We Go!,DS,2010,Misc,Natsume,0.04,0,0,0,0.04
13469,The Tale of Despereaux,1,2008,2,Brash Entertainment,0.04,0,0,0,0.04
13470,The Hustle: Detroit Streets,4,2006,1,18,0.02,0.02,0,0.01,0.04
13471,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,12,0,0,0.04,0,0.04
13472,Tomoyo After: It's a Wonderful Life CS Edition,13,2009,Adventure,Prototype,0,0,0.04,0,0.04
13473,Guilty Gear XX Accent Core,4,2007,Fighting,Unknown,0,0,0.04,0,0.04
13474,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,Success,0,0,0.04,0,0.04
13475,Atelier Escha & Logy: Alchemists of the Dusk Sky,11,2015,4,16,0,0,0.04,0,0.04
13476,Millipede / Super Breakout / Lunar Lander,9,2005,Misc,Zoo Digital Publishing,0.03,0.01,0,0,0.04
13477,World Trigger: Borderless Mission,11,2015,5,9,0,0,0.04,0,0.04
13478,Disney's Donald Duck: Goin' Quackers,GC,2002,2,35,0.03,0.01,0,0,0.04
13479,RollerCoaster Tycoon,PC,N/A,6,Microprose,0.02,0.02,0,0.01,0.04
13480,Assault Rigs,PS,1996,5,34 Victor,0.02,0.02,0,0,0.04
13481,Backyard Baseball '09,1,2008,1,32,0.04,0,0,0,0.04
